;document_id;courier_id;year;record_number;pages;catalogue_title;authors;filename;document_name;n_raw_tokens
3100;3100;74801;1978;45899;[9, 10, 11];Down with decibels!;Sochor, Eugene;1978_074801_45899.txt;1978_074801_45899;1834
3101;3101;74801;1978;45902;[12, 13, 14];Destination development;Cabral, Luis|International Civil Aviation Organization|United Nations Development Programme;1978_074801_45902.txt;1978_074801_45902;2113
3102;3102;74801;1978;45906;[15, 16, 17, 18, 19];"The Sky's the limit; the endless possibilities of special purpose flying";Finn, Patrick;1978_074801_45906.txt;1978_074801_45906;1735
3103;3103;74801;1978;45910;[20, 21, 22];Safety first in the air;Fritsch, Olof|International Civil Aviation Organization;1978_074801_45910.txt;1978_074801_45910;1574
3104;3104;74801;1978;45911;[22, 23];World alert against hijacking: a decade of violence;Marrett, John|International Civil Aviation Organization;1978_074801_45911.txt;1978_074801_45911;777
3105;3105;74801;1978;45914;[24, 25];Flying for thrills;Antonov, Oleg Konstantinovich;1978_074801_45914.txt;1978_074801_45914;1081
3106;3106;74801;1978;45916;[26, 27, 28, 29, 30, 31, 32];The Shape of things to come;LaFond, Charles D.;1978_074801_45916.txt;1978_074801_45916;2991
3107;3107;74801;1978;45917;[34];Sadriddin Ayni, a great Central Asian poet of freedom;;1978_074801_45917.txt;1978_074801_45917;413
3108;3108;74803;1978;45931;[4, 5, 6, 8, 9];Before we are six: in ten years' time there will be 900 million children of pre-school age in the world;Dieuzeide, Henri;1978_074803_45931.txt;1978_074803_45931;2263
3109;3109;74803;1978;45935;[6, 7];Milestones: from birth to 3 years, from 3 to 6 years;International Children's Centre (France);1978_074803_45935.txt;1978_074803_45935;696
3110;3110;74803;1978;45967;[10, 11, 12, 13, 14, 15];School is other people: for African children the village community is one big family of teachers;Fafunwa, A. Babs;1978_074803_45967.txt;1978_074803_45967;2956
3111;3111;74803;1978;45968;[16, 17];What's in a game? How the children of Zaire play to learn;Masoka, Kimenga;1978_074803_45968.txt;1978_074803_45968;1271
3112;3112;74803;1978;45970;[18, 19, 20, 21];Should we re-think the preschool system?;Lurçat, Liliane;1978_074803_45970.txt;1978_074803_45970;2930
3113;3113;74803;1978;45973;[22, 23, 24];Love is not enough;White, Burton L.;1978_074803_45973.txt;1978_074803_45973;1572
3114;3114;74803;1978;45974;[24, 25, 26];"India's mobile crèches; an imaginative experiment in child-care";Mahadevan, Meera;1978_074803_45974.txt;1978_074803_45974;1705
3115;3115;74803;1978;45975;[27, 28, 29];Family and State: a shared responsibility;Zaporozhets, Aleksandr V.;1978_074803_45975.txt;1978_074803_45975;1150
3116;3116;74803;1978;45978;[28, 29, 30];It's never too early to learn;Nikitin, Boris;1978_074803_45978.txt;1978_074803_45978;1388
3117;3117;74803;1978;45981;[30];Jean-Jacques Rousseau, the children's champion;Sinaceur, Mohammad Allal;1978_074803_45981.txt;1978_074803_45981;669
3118;3118;74803;1978;45983;[31, 32];Who teaches the teachers?;Fleming, Dorothy;1978_074803_45983.txt;1978_074803_45983;838
3119;3119;74804;1978;45987;[4, 5, 6, 7];"Energy for tomorrow's world; human ingenuity applied to the natural resources of the earth can ensure the energy needs of future generations";Berkovsky, Boris M.;1978_074804_45987.txt;1978_074804_45987;2393
3120;3120;74804;1978;46010;[8, 9, 10];The Fast breeder: a nuclear reactor that produces more fuel than it consumes;Häfele, Wolf;1978_074804_46010.txt;1978_074804_46010;1392
3121;3121;74804;1978;46014;[11, 12];"Nuclear energy and the environment; are present safeguards adequate?";El-Hinnawi, Essam;1978_074804_46014.txt;1978_074804_46014;2124
3122;3122;74804;1978;46019;[13, 14, 15];Fusion power: can we reproduce and harness on earth the energy of the stars?;Pease, Rendel S.;1978_074804_46019.txt;1978_074804_46019;1977
3123;3123;74804;1978;46022;[16, 17, 18, 19, 20, 21];The Sun also surprises: from refrigeration to desalination, the myriad possibilities of solar energy;Ramachandran, A.|Gururaja, J.;1978_074804_46022.txt;1978_074804_46022;2717
3124;3124;74804;1978;46032;[22, 23];"Neptune's power station; ocean thermal energy conversion offers an inexhaustible and non-polluting energy source";Meyer, Richard Arlen;1978_074804_46032.txt;1978_074804_46032;1443
3125;3125;74804;1978;46036;[24, 25, 26];Tapping earth's fiery core;Haenel, Ralph;1978_074804_46036.txt;1978_074804_46036;1441
3126;3126;74804;1978;46039;[26];Reaping the wind;;1978_074804_46039.txt;1978_074804_46039;85
3127;3127;74804;1978;46040;[27, 28];A Come-back for King Coal;Kouzminov, Vladimir Alekseyevich;1978_074804_46040.txt;1978_074804_46040;1089
3128;3128;74804;1978;46045;[29, 30, 31];Farming microbes for food and fuel;Rivière, Jan Willem Maurits la|DaSilva, Edgar J.;1978_074804_46045.txt;1978_074804_46045;2424
3129;3129;74804;1978;46046;[32, 33];The Case for hydrogen energy;Veziroglu, T. Nejat;1978_074804_46046.txt;1978_074804_46046;1243
3130;3130;74805;1978;46054;[4, 5];A Plea for the return of an irreplaceable cultural heritage to those who created it: an appeal by Mr. Amadou-Mahtar M'Bow, Director-General of UNESCO;UNESCO. Director-General, 1974-1987 (M'Bow, A.M.);1978_074805_46054.txt;1978_074805_46054;1187
3131;3131;74805;1978;46056;[6, 7, 8, 9, 10, 11, 33];Return to the homeland: entire regions have been deprived of their cultural past;Fradier, Georges;1978_074805_46056.txt;1978_074805_46056;3934
3132;3132;74805;1978;46058;[12, 13];A Woman of high degree: 300 years' ago, Elena Lucrezia Cornaro Piscopia became the world's first woman Ph.D.;;1978_074805_46058.txt;1978_074805_46058;1088
3133;3133;74805;1978;46060;[14, 15, 16, 17, 18, 19, 20, 21, 22, 23];My years with Tolstoy;Makovitsky, Dushan Petrovich;1978_074805_46060.txt;1978_074805_46060;5339
3134;3134;74805;1978;46061;[24, 25, 26];Tolstoy: the struggle towards the light;Shklovsky, Victor Borisovich;1978_074805_46061.txt;1978_074805_46061;1522
3135;3135;74805;1978;46064;[27, 28, 29, 33];The Mother': the spiritual heir of Sri Aurobindo;Dass, Emmanuel Pouchpa;1978_074805_46064.txt;1978_074805_46064;2435
3136;3136;74805;1978;46065;[30, 31, 32];Technical co-operation among developing countries;Najman, Dragoljub;1978_074805_46065.txt;1978_074805_46065;2504
3137;3137;74806;1978;46252;[4, 5, 6, 7, 8];Today's lost generation: the unemployed young in the Western industrialized countries face the prospect of frequent joblessness, a long search for work, and marginal employment;Melvyn, Peter;1978_074806_46252.txt;1978_074806_46252;2972
3138;3138;74806;1978;46253;[9];The Right to work;;1978_074806_46253.txt;1978_074806_46253;97
3139;3139;74806;1978;46255;[10];The Manpower situation in European socialist countries;International Labour Organization;1978_074806_46255.txt;1978_074806_46255;840
3140;3140;74806;1978;46264;[11, 12, 13, 14, 15];The Employment crisis in the Third World: 1,060 million new jobs needed before the end of the century;;1978_074806_46264.txt;1978_074806_46264;1997
3141;3141;74806;1978;46266;[15];The Multinationals and the Third World;International Labour Organization;1978_074806_46266.txt;1978_074806_46266;718
3142;3142;74806;1978;46268;[16, 17, 32];The Brain drain: a hidden subsidy from poor to rich;;1978_074806_46268.txt;1978_074806_46268;1791
3143;3143;74806;1978;46271;[18, 19, 20, 21, 22];Women at work: a European profile;Sullerot, Evelyne;1978_074806_46271.txt;1978_074806_46271;3634
3144;3144;74806;1978;46285;[23, 24];Workers can be choosers: in defence of free choice in working life;Rehn, Gösta;1978_074806_46285.txt;1978_074806_46285;985
3145;3145;74806;1978;46287;[24, 25, 26];Society's poor relations: teachers count among the lowest paid workers;International Labour Organization;1978_074806_46287.txt;1978_074806_46287;1056
3146;3146;74806;1978;46292;[28, 29, 30, 31];Copyright: the creator's bread and butter;Saint-Blanquat, Henri de;1978_074806_46292.txt;1978_074806_46292;3380
3147;3147;74806;1978;46293;[32];UNESCO, youth and the right to work;;1978_074806_46293.txt;1978_074806_46293;452
3148;3148;74807;1978;46295;[4, 5, 6, 7, 8, 9, 10];Spiritual landscape of traditional Korea;Chang, Byung Kil;1978_074807_46295.txt;1978_074807_46295;2886
3149;3149;74807;1978;46298;[11, 12];200 years before Gutenberg: the Master printers of Koryo;Ch'on, Hye Bong;1978_074807_46298.txt;1978_074807_46298;1112
3150;3150;74807;1978;46302;[13];A Graphic portrait of the human voice;Lee, Ki Mun;1978_074807_46302.txt;1978_074807_46302;929
3151;3151;74807;1978;46312;[14, 15];Oriental octet;;1978_074807_46312.txt;1978_074807_46312;512
3152;3152;74807;1978;46315;[16, 17, 18];"A Fresco of daily life; the wall paintings of Koguryo";;1978_074807_46315.txt;1978_074807_46315;568
3153;3153;74807;1978;46316;[19, 20, 21];"Korean painting; an original contribution to Oriental art";Ch'oe, Sun U;1978_074807_46316.txt;1978_074807_46316;1148
3154;3154;74807;1978;46317;[22, 23, 24, 25, 29, 30];"The Unicorn, the phoenix and the flying horse; recent discoveries from three ancient royal tombs";Kim, Won Yong;1978_074807_46317.txt;1978_074807_46317;2854
3155;3155;74807;1978;46319;[30, 31];Immortal clay: the traditional pottery of Korea;Chong, Yang Mo;1978_074807_46319.txt;1978_074807_46319;763
3156;3156;74807;1978;46320;[32, 33, 34];The Stones of Sokkuram: a cornucopia of Buddhist sculpture in a 1200-year-old temple-grotto;Hwang, Su Young;1978_074807_46320.txt;1978_074807_46320;1406
3157;3157;74807;1978;46321;[35, 36, 37, 50];A Practical approach to science;Jeon, Sang Woon;1978_074807_46321.txt;1978_074807_46321;2382
3158;3158;74807;1978;46325;[38, 39];Six good turns from the turtle;Zo, Za Yong;1978_074807_46325.txt;1978_074807_46325;1495
3159;3159;74807;1978;46326;[40, 41, 42, 43];"Paintings magic and mundane; folk art with a wealth of significance for everyday life";Zo, Za Yong;1978_074807_46326.txt;1978_074807_46326;1510
3160;3160;74807;1978;46327;[44, 45, 46, 47, 48, 49];An Aureole of legend on a golden crown;Li, Ogg;1978_074807_46327.txt;1978_074807_46327;1939
3161;3161;74807;1978;46334;[50];UNESCO's General Conference (20th session, 1978);;1978_074807_46334.txt;1978_074807_46334;829
3162;3162;78438;1978;45102;[4, 5, 6, 7, 8, 32];Learning to share the same globe;Platt, William J.;1978_078438_45102.txt;1978_078438_45102;2805
3163;3163;78438;1978;45104;[16, 17, 18, 19, 20, 21];Space co-operation in orbit: the benefits of international research programmes;Leonov, Aleksei Arkhipovich;1978_078438_45104.txt;1978_078438_45104;2689
3164;3164;78438;1978;45105;[8, 9, 10, 11, 12, 13, 14, 15];The Colourful world of 'Third Theatre': testing new forms of communication at a unique theatre 'laboratory';Taviani, Ferdinando;1978_078438_45105.txt;1978_078438_45105;2774
3165;3165;78438;1978;45139;[22, 23, 24, 25];How risky is genetic engineering? Scientists from 24 countries review the latest findings;Behrman, Daniel;1978_078438_45139.txt;1978_078438_45139;2087
3166;3166;78438;1978;45143;[27, 28, 29, 30];Brunelleschi, the Florentine who launched Renaissance architecture;Gurrieri, Francesco;1978_078438_45143.txt;1978_078438_45143;1695
3167;3167;44064;1979;44017;[4, 5, 6, 7, 8, 9];Are we heating up our planet? A new global programme to examine man's impact on the climate;Kellogg, William W.;1979_044064_44017.txt;1979_044064_44017;3262
3168;3168;44064;1979;44037;[10, 11, 12, 13, 14, 15];The Vital statistics of the Mayan language;Kuzmishchev, Vladimir A.;1979_044064_44037.txt;1979_044064_44037;3114
3169;3169;44064;1979;44068;[35, 36, 37];A World's-eye view of history;Barraclough, Geoffrey;1979_044064_44068.txt;1979_044064_44068;1719
3170;3170;44064;1979;44369;[28, 29, 30, 31, 32, 33];The Bewitched reality of Haitian art;Depestre, René;1979_044064_44369.txt;1979_044064_44369;3161
3171;3171;44064;1979;44371;[15];The Ancient ways of the Mayas;Knorozov, Yuri;1979_044064_44371.txt;1979_044064_44371;754
3172;3172;44064;1979;187236;[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27];The Huichol Indians: a pre-Columbian culture in Mexico today;Negrín, Juan;1979_044064_187236.txt;1979_044064_187236;5448
3173;3173;44515;1979;44513;[4, 5, 6, 7, 8, 9, 10, 11, 24];A New dawn for Sukhothai: with UNESCO aid Thailand is restoring an ancient metropolis to its former splendour;Diskul, M.C. Subhadradis;1979_044515_44513.txt;1979_044515_44513;3028
3174;3174;44515;1979;44514;[12, 13, 14, 15, 16, 17];Common heritage or licence to exploit? A new world economic order, a hard look at its meaning for international law;Bedjaoui, Mohammed;1979_044515_44514.txt;1979_044515_44514;2754
3175;3175;44515;1979;44520;[22, 23, 32, 33, 34];The Mystery of Elche: a seven-century-old sacred drama performed each year in a Spanish city;Langlois, Juan Carlos;1979_044515_44520.txt;1979_044515_44520;1758
3176;3176;44515;1979;44522;[35, 36, 37, 38];Janusz Korczak, the doctor who lived and died for children;Tomkiewicz, Stanislaw|Maffioli, Béatrice;1979_044515_44522.txt;1979_044515_44522;2463
3177;3177;44515;1979;44523;[39, 40, 41];Remembering Margaret Mead;Lévi-Strauss, Claude;1979_044515_44523.txt;1979_044515_44523;2305
3178;3178;44515;1979;187812;[18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31];The Royal tombs of Macedon: a surprising archaeological find that may be the tomb of Philip, father of Alexander the Great;Andronicos, Manolis;1979_044515_187812.txt;1979_044515_187812;5673
3179;3179;45086;1979;45085;[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20];The Holy places of upper Nepal;Jest, Corneille;1979_045086_45085.txt;1979_045086_45085;3415
3180;3180;45086;1979;45088;[25, 26, 27, 28];The Buddhist vision in Thai art;Wichiencharoen, Adul;1979_045086_45088.txt;1979_045086_45088;2158
3181;3181;45086;1979;45089;[29, 30, 31, 32];Ancient gold from the melting-pot of Central Asia;Sarianidi, Viktor I.;1979_045086_45089.txt;1979_045086_45089;2720
3182;3182;45086;1979;45099;[35, 36, 37, 38, 39, 40, 41];"The Paintings of Pagan; temple walls that tell the story of the Buddha's many lives";Wenk, Klaus;1979_045086_45099.txt;1979_045086_45099;2939
3183;3183;45086;1979;187387;[5, 6, 7, 8];A Chinese emperor's clay army;Gu Wenjie;1979_045086_187387.txt;1979_045086_187387;1506
3184;3184;74768;1979;43979;[4, 5, 6, 7, 8, 34];The Silenced majority: two thousand million children in search of their rights;Boulding, Elise;1979_074768_43979.txt;1979_074768_43979;2982
3185;3185;74768;1979;43980;[9, 10, 11, 12];Cradled in hunger: half the world's children under six are victims of malnutrition;Monckeberg Barros, Fernando;1979_074768_43980.txt;1979_074768_43980;2706
3186;3186;74768;1979;44004;[13, 14, 15, 16];The Sting in the fairy tale;Adoum, Jorge Enrique;1979_074768_44004.txt;1979_074768_44004;3069
3187;3187;74768;1979;44010;[17, 20, 21, 22];The Road to self-expression: awakening the latent language skills of handicapped children;McKenna, Anne;1979_074768_44010.txt;1979_074768_44010;2263
3188;3188;74768;1979;44012;[18, 19];Declaration of the rights of the child;;1979_074768_44012.txt;1979_074768_44012;24
3189;3189;74768;1979;44015;[27, 28, 29, 30, 31];What's in a name?;Gratiot-Alphandéry, Hélène;1979_074768_44015.txt;1979_074768_44015;2117
3190;3190;74768;1979;44016;[32, 33];Children in the never, never land of exile;Comité intermouvements auprès des évacués;1979_074768_44016.txt;1979_074768_44016;1583
3191;3191;74769;1979;44073;[4, 5, 6, 7, 8, 9];Television in focus;Halloran, James Dermot;1979_074769_44073.txt;1979_074769_44073;3075
3192;3192;74769;1979;44078;[10, 11, 12];Mass media: the new Pied Piper;Goto, Kazuhiko;1979_074769_44078.txt;1979_074769_44078;1244
3193;3193;74769;1979;44083;[13, 14];Children are born actors;Truffaut, François;1979_074769_44083.txt;1979_074769_44083;1375
3194;3194;74769;1979;44086;[15, 16, 17];African childhood;Laye, Camara;1979_074769_44086.txt;1979_074769_44086;1881
3195;3195;74769;1979;44090;[20, 21, 22, 24];Children's books in an audio-visual age;Soriano, Marc;1979_074769_44090.txt;1979_074769_44090;2745
3196;3196;74769;1979;44091;[27];UNESCO and the International Year of the Child;;1979_074769_44091.txt;1979_074769_44091;631
3197;3197;74769;1979;44092;[32, 33];What should we do with whizzkids?;Petrovsky, Arthur Vladimirovich;1979_074769_44092.txt;1979_074769_44092;1894
3198;3198;74769;1979;44093;[28, 29, 30, 34];Racism in textbooks: Through other eyes;Ortego, Hugo O.;1979_074769_44093.txt;1979_074769_44093;3214
3199;3199;74769;1979;44095;[31];Racism in textbooks: How racism takes root;Banfield, Beryle;1979_074769_44095.txt;1979_074769_44095;742
3200;3200;74770;1979;44106;[15, 16];The Arms race: The Quality spiral;;1979_074770_44106.txt;1979_074770_44106;1328
3201;3201;74770;1979;44107;[10, 11, 12, 13, 14];New technologies for overkill;;1979_074770_44107.txt;1979_074770_44107;2630
3202;3202;74770;1979;44108;[6, 7, 8, 9];The Arms race: Military expenditure, the ever-rising tide;;1979_074770_44108.txt;1979_074770_44108;2561
3203;3203;74770;1979;44160;[20, 21, 22, 23, 24];Human want: the spin-off from military waste;;1979_074770_44160.txt;1979_074770_44160;2458
3204;3204;74770;1979;44161;[16, 17];The Deadliest weapon of them all?;;1979_074770_44161.txt;1979_074770_44161;647
3205;3205;74770;1979;44164;[26, 27];Three myths that die hard;;1979_074770_44164.txt;1979_074770_44164;1598
3206;3206;74770;1979;44168;[29, 30];The Military establishment;;1979_074770_44168.txt;1979_074770_44168;748
3207;3207;74770;1979;44171;[31, 32];Can the arms race be halted?;;1979_074770_44171.txt;1979_074770_44171;1599
3208;3208;74770;1979;187298;[4, 5];The Will for peace;UNESCO. Director-General, 1974-1987 (M'Bow, A.M.);1979_074770_187298.txt;1979_074770_187298;654
3209;3209;74771;1979;44480;[4, 5, 6, 7, 8];Albert Einstein, 1879-1955: the story of a genius;Ehlers, Jürgen|Symposium on the Impact of Modern Scientific Ideas on Society Munich, Germany FR 1978;1979_074771_44480.txt;1979_074771_44480;2289
3210;3210;74771;1979;44481;[31, 32, 33];The Scientist's dilemma;Einstein, Albert;1979_074771_44481.txt;1979_074771_44481;1653
3211;3211;74771;1979;44484;[9, 10, 11, 12, 13, 16];Relativity in a nutshell;Asimov, Isaac;1979_074771_44484.txt;1979_074771_44484;3479
3212;3212;74771;1979;44491;[17, 20, 21, 22, 23];The Test of time;Dirac, Paul Adrien Maurice|Symposium on the Impact of Modern Scientific Ideas on Society Munich, Germany FR 1978;1979_074771_44491.txt;1979_074771_44491;2782
3213;3213;74771;1979;44506;[24, 25, 27, 28, 29];"The Mole and the butterfly; reflections on Einstein, science and subjectivity";Thuillier, Pierre;1979_074771_44506.txt;1979_074771_44506;4436
3214;3214;74771;1979;44507;[26, 27];From Empedocles to Newton: a constellation of cosmologists;Thuillier, Pierre;1979_074771_44507.txt;1979_074771_44507;604
3215;3215;74771;1979;44508;[29, 30, 31];The Frontiers of science;Migdal, Arkadii B.;1979_074771_44508.txt;1979_074771_44508;1997
3216;3216;74776;1979;44527;[4, 5, 6];Avicenna: hearts and flowers;Saïd, Hakim Mohammed;1979_074776_44527.txt;1979_074776_44527;1084
3217;3217;74776;1979;44528;[6, 7, 8];Medicinal plants make a comeback;Attisso, Michel A.;1979_074776_44528.txt;1979_074776_44528;929
3218;3218;74776;1979;44530;[8, 9, 10, 11, 12, 13, 16];Medicine's 'green revolution';Pelt, Jean Marie;1979_074776_44530.txt;1979_074776_44530;3860
3219;3219;74776;1979;44533;[16, 17, 18, 19, 42];African medicinal plants under the microscope;Ekong, Donald E.U.;1979_074776_44533.txt;1979_074776_44533;2225
3220;3220;74776;1979;44602;[20, 21, 22, 23, 24, 25];A Medical thesaurus from the roof of the world;Khundanova, Lydia;1979_074776_44602.txt;1979_074776_44602;983
3221;3221;74776;1979;44605;[25, 26, 27, 28];China: a new medicine born of tradition;Wei Wen;1979_074776_44605.txt;1979_074776_44605;1496
3222;3222;74776;1979;44607;[29, 30, 31, 32];Neptune's pharmacopoeia;Piattelli, Mario;1979_074776_44607.txt;1979_074776_44607;1657
3223;3223;74776;1979;44609;[33, 34];Mexican plants and human fertility;Crabbé, Pierre;1979_074776_44609.txt;1979_074776_44609;1217
3224;3224;74776;1979;44611;[35, 36, 37, 38];Plant prophylactics from tropical Brazil;Gottlieb, Otto R.|Mors, Walter B.;1979_074776_44611.txt;1979_074776_44611;1948
3225;3225;74776;1979;44612;[38, 39];Herbal therapy in the war on drug addiction;;1979_074776_44612.txt;1979_074776_44612;833
3226;3226;74776;1979;44613;[39, 40, 41];Bulgaria's folk remedies stand the test of time;Petkov, Vesselin;1979_074776_44613.txt;1979_074776_44613;2237
3227;3227;74777;1979;44634;[6, 7, 8, 9, 10, 11, 70];"A Continent viewed from within; Africa and its history";Ki-Zerbo, Joseph;1979_074777_44634.txt;1979_074777_44634;5019
3228;3228;74777;1979;44639;[12, 13, 14, 15, 16];Africa's dialogue with time;Hama, Boubou|Ki-Zerbo, Joseph;1979_074777_44639.txt;1979_074777_44639;3032
3229;3229;74777;1979;44650;[16, 17, 18, 19, 20, 21, 22, 23];"Tongues that span the centuries; the faithful guardians of Africa's oral tradition";Bâ, Amadou Hampâté;1979_074777_44650.txt;1979_074777_44650;5955
3230;3230;74777;1979;44662;[24, 25, 26];The Hamitic myth exploded: modern findings have refuted a once-prevalent theory on the peopling of the African continent;Olderogge, Dmitri A.;1979_074777_44662.txt;1979_074777_44662;1584
3231;3231;74777;1979;44663;[27, 28, 29, 30, 31, 32, 33, 34];Old masters of the new Stone age: rock paintings that present a dazzling pageant of African prehistory;Ki-Zerbo, Joseph;1979_074777_44663.txt;1979_074777_44663;4202
3232;3232;74777;1979;44664;[39, 42, 43];The Cradle of mankind;Ki-Zerbo, Joseph;1979_074777_44664.txt;1979_074777_44664;2929
3233;3233;74777;1979;44665;[47, 48, 49, 50, 51, 54];Inventors and technologists of pharaonic Egypt;El-Nadoury, Rashid|Vercoutter, Jean;1979_074777_44665.txt;1979_074777_44665;4048
3234;3234;74777;1979;44666;[55, 56, 57];The Empire of Kush: an original civilization which flourished for a thousand years in ancient Nubia;Leclant, Jean;1979_074777_44666.txt;1979_074777_44666;1961
3235;3235;74777;1979;44667;[58, 59];"The Matriarchs of Meroe; a powerful line of queens who ruled the Kushite Empire";Hakem, Ahmed M. Ali|Hrbek, Ivan|Vercoutter, Jean;1979_074777_44667.txt;1979_074777_44667;1407
3236;3236;74777;1979;44668;[60, 61, 62, 63, 64, 65];Sundiata and Mansa Musa: architects of Mali's golden empire;Niane, Djibril Tamsir;1979_074777_44668.txt;1979_074777_44668;3732
3237;3237;74777;1979;44674;[66, 67, 68, 69];The Shaping of Swahili civilization;Matveiev, Victor V.;1979_074777_44674.txt;1979_074777_44674;2766
3238;3238;74777;1979;44679;[40, 41, 44, 45];African prehistory and the evolution of man;;1979_074777_44679.txt;1979_074777_44679;266
3239;3239;74777;1979;45083;[5];The General history of Africa;UNESCO. Director-General, 1974-1987 (M'Bow, A.M.);1979_074777_45083.txt;1979_074777_45083;1003
3240;3240;74778;1979;44779;[4, 5, 6, 7, 8, 9, 10, 11];Children of apartheid;Kunene, Mazisi;1979_074778_44779.txt;1979_074778_44779;2762
3241;3241;74778;1979;44780;[12, 13, 14, 15, 16, 17];Papua New Guinea: the cultural roots of a new nation;Kolia, John Alexander;1979_074778_44780.txt;1979_074778_44780;2149
3242;3242;74778;1979;44785;[17, 18, 19];Malanggan art of New Ireland;Godin, Patrice;1979_074778_44785.txt;1979_074778_44785;1063
3243;3243;74778;1979;44787;[20, 21];Profile of Papua New Guinea today;World Bank;1979_074778_44787.txt;1979_074778_44787;1587
3244;3244;74778;1979;44788;[23, 24, 25, 26, 27];Bitter harvest: half the world's population concerned in the drama of agrarian reform;;1979_074778_44788.txt;1979_074778_44788;3345
3245;3245;74778;1979;44792;[32, 33, 34];The Minaret of Jam: a UNESCO project to restore an historic Afghan monument;Bruno, Andrea;1979_074778_44792.txt;1979_074778_44792;1351
3246;3246;74778;1979;44793;[28, 29, 30, 31];Music of the Gulf: the song of the pearl-fishers;Touma, Habib Hassan;1979_074778_44793.txt;1979_074778_44793;1494
3247;3247;74778;1979;45084;[22];Bertina goes to Rome;Wijngaarden, Bertina;1979_074778_45084.txt;1979_074778_45084;1404
3248;3248;74780;1979;44796;[4, 5, 6, 7, 8, 9];Science and technology: the development dilemma;Abdel Rahman, Ibrahim Helmi;1979_074780_44796.txt;1979_074780_44796;3302
3249;3249;74780;1979;44806;[13, 14, 15];A Widening chasm between rich and poor: 900 million people still living in absolute poverty;Cox George, N.A.;1979_074780_44806.txt;1979_074780_44806;1986
3250;3250;74780;1979;44807;[16, 17];The Candle of learning: the tragedy of neglected scientific talent in the developing world;Salam, Abdus;1979_074780_44807.txt;1979_074780_44807;2610
3251;3251;74780;1979;44808;[20, 21, 22, 23, 24];Diminishing returns: a provocative view of the limitations of modern technology;Giarini, Orio;1979_074780_44808.txt;1979_074780_44808;3305
3252;3252;74780;1979;44809;[25, 26, 27, 28, 29, 30];The Search for a global strategy;Gvishiani, Dzhermen Mikhailovich;1979_074780_44809.txt;1979_074780_44809;3942
3253;3253;74780;1979;44814;[31, 32, 33];Meiji Japan: a case study in industrialization;Oshima, Keichi|Furuya, Keichi;1979_074780_44814.txt;1979_074780_44814;1766
3254;3254;74780;1979;44817;[34];The Decision-makers;Papa Blanco, Francisco F.;1979_074780_44817.txt;1979_074780_44817;1294
3255;3255;74780;1979;45103;[10, 11];Twelve 'musts' for development;Costa, João Frank da;1979_074780_45103.txt;1979_074780_45103;990
3256;3256;40945;1980;40962;[15, 16, 17, 18, 19, 20, 21, 22, 23, 24];Palladio: the master-builder of the Italian Renaissance;Cevese, Renato;1980_040945_40962.txt;1980_040945_40962;3468
3257;3257;40945;1980;40963;[29, 30, 31, 32, 33];Valcamonica: an Italian valley is the world's largest gallery of prehistoric art;Anati, Emmanuel;1980_040945_40963.txt;1980_040945_40963;3399
3258;3258;40945;1980;40964;[25, 26, 27, 28];To the North Pole on skis;Shparo, Dmitri I.;1980_040945_40964.txt;1980_040945_40964;2593
3259;3259;40945;1980;40965;[4, 5, 6, 7, 8];The Games people play;Raabe, Juliette;1980_040945_40965.txt;1980_040945_40965;3927
3260;3260;40945;1980;187388;[9, 10, 11, 12, 13, 14];Australian bark paintings: the aborigine artists of Arnhem Land;Kupka, Karel;1980_040945_187388.txt;1980_040945_187388;3064
3261;3261;42993;1980;42994;[19, 20, 21, 22, 23, 24];The World's forgotten army of child workers;Mendelievich, Elías;1980_042993_42994.txt;1980_042993_42994;3740
3262;3262;42993;1980;42995;[24, 25, 26, 27];Stone Age myth-sculptors of Siberia;Laritchev, Vitali E.;1980_042993_42995.txt;1980_042993_42995;1098
3263;3263;42993;1980;42996;[29, 30, 31, 32];The Psychology of marbles;Piaget, Jean;1980_042993_42996.txt;1980_042993_42996;2488
3264;3264;42993;1980;187389;[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17];Yugoslavia: a kaleidoscope of cultures;Prelog, Milan;1980_042993_187389.txt;1980_042993_187389;6119
3265;3265;74642;1980;41128;[5, 6, 7, 8, 9];Education, disarmament and human rights;Torney, Judith Vollmar|Gambrell, Leonard;1980_074642_41128.txt;1980_074642_41128;2636
3266;3266;74642;1980;41129;[10, 11, 12, 13];World opinion: the weapon to end all weapons;Waldheim-Natural, Liselotte;1980_074642_41129.txt;1980_074642_41129;1909
3267;3267;74642;1980;41130;[14, 15];Disarmament education and social justice: arms are the symptom of a deep-seated ill which must be tackled at the roots;Díaz, Jaime;1980_074642_41130.txt;1980_074642_41130;1216
3268;3268;74642;1980;41131;[16];The Structure of hunger;Huq, Muzammel;1980_074642_41131.txt;1980_074642_41131;589
3269;3269;74642;1980;41132;[17];Costa Rica: the country that abolished its army;Rodríguez Bolaños, Julio;1980_074642_41132.txt;1980_074642_41132;615
3270;3270;74642;1980;41133;[20, 21, 22, 23, 24];International law and the right to possess arms;Röling, Bert V.A.;1980_074642_41133.txt;1980_074642_41133;2238
